px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-23.0408	6.82294	4.75351	0.673033	-0.492757	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.48593
-22.8219	7.00501	4.84867	0.651126	-0.489633	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	1.08417
-22.6125	7.14221	4.8729	0.62123	-0.494666	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.28007
-22.4274	7.28609	4.8592	0.600305	-0.491795	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.386944
-22.1959	7.42985	5.0053	0.568699	-0.501589	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.12133
-22.0129	7.58837	4.99874	0.555586	-0.492169	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.33389
-21.8316	7.74162	4.87938	0.547287	-0.474118	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	6.36561
-21.6222	7.88582	4.90419	0.528948	-0.469597	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.206027
-21.4378	8.00555	4.81327	0.511367	-0.463149	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.93458
-21.2187	8.04783	4.7366	0.466646	-0.481042	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	3.60483
-21.0357	8.17022	4.56931	0.456964	-0.463874	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	6.70755
-20.8551	8.32201	4.58986	0.452542	-0.448782	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	3.95641
-20.6143	8.4367	4.71594	0.428586	-0.451508	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	4.37074
-20.355	8.58649	4.84227	0.4164	-0.441863	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.93312
-20.1684	8.68926	4.67189	0.405346	-0.428423	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	2.68608
-19.9678	8.79603	4.66502	0.39071	-0.423116	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.746667
-19.7834	8.88385	4.50993	0.377188	-0.413405	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	1.95784
-19.5568	8.97079	4.54217	0.356596	-0.412987	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.272944
-19.3218	9.06923	4.60919	0.33995	-0.409634	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	4.89583
-19.021	9.18342	4.78144	0.323636	-0.404443	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	6.48896
-18.8138	9.2546	4.73149	0.304961	-0.403051	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	1.63197
-18.5472	9.37154	4.83934	0.29644	-0.392618	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	1.51889
-18.2806	9.41723	4.97655	0.263234	-0.406763	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	4.43217
-17.9726	9.56029	5.154	0.263339	-0.388531	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	4.14646
-17.7349	9.63999	5.03015	0.25375	-0.376111	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	3.70001
-17.4502	9.7573	5.14234	0.250106	-0.36281	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	1.68984
-17.2068	9.83034	5.12104	0.236751	-0.358231	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.681949
-16.9261	9.95915	5.22639	0.239426	-0.340725	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	2.24022
-16.6758	10.0238	5.19619	0.225124	-0.337461	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.160613
-16.4249	10.132	5.22792	0.224784	-0.324002	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	2.17993
-16.1711	10.1995	5.22789	0.212359	-0.320715	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.643594
-15.9388	10.2288	5.17041	0.18995	-0.326363	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.405672
-15.6988	10.2846	5.09882	0.178893	-0.320313	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.558017
-15.4831	10.2848	5.00894	0.150783	-0.330855	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	1.04879
-15.1772	10.3252	5.22537	0.130284	-0.336853	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	7.60662
-14.9136	10.3841	5.24812	0.12168	-0.330019	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.469125
-14.6826	10.405	5.04671	0.107991	-0.32291	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	6.38126
-14.4418	10.3817	5.00398	0.0769797	-0.335292	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	1.51171
-14.1846	10.4025	5.00778	0.0615656	-0.333627	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.561888
-13.8698	10.5485	5.18088	0.0854917	-0.29896	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	9.42495
-13.6302	10.5898	5.03317	0.0815703	-0.285496	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	2.70854
-13.3783	10.5972	5.03046	0.0636953	-0.288434	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.139208
-13.1214	10.6175	5.04256	0.051206	-0.286683	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.294007
-12.8622	10.7094	5.08622	0.0620979	-0.265779	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	5.47505
-12.6089	10.7477	5.03891	0.0584269	-0.255675	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	2.10775
-12.3713	10.7258	5.0005	0.0345589	-0.265051	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	0.786881
-12.1293	10.7475	4.92123	0.0282997	-0.256823	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	1.05009
-11.8762	10.8145	4.95475	0.0348329	-0.240761	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	3.33382
-11.6074	10.8291	4.97436	0.0263104	-0.23659	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	2.95923
-11.3734	10.8505	4.95215	0.0193431	-0.232852	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.773781
-11.0937	10.812	5.20748	-0.0130655	-0.257569	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	7.82876
-10.7879	10.7968	5.29071	-0.0281642	-0.258604	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	2.569
